,isin,nome,ticker,benchmark,ter,areaBenchmark,emittente,strumento,dataSource
641,LU0962078753,XTRACK II GL INF-LINK EUR H D UCITS ETF,XGII.MI,BLOOMBERG BARCLAYS WORLD GOV INFL-LIN BOND EUR HED,0.0025,INFLAZIONE,XTRACKERS,ETF,LU0962078753
642,IE00BF11F458,ISHARES $ FLOAT RATE UCITS ETF EUR HED,FLOE.MI,BLOOMBERG BARCLAYS US FLOATING RATE NOTE < 5YEARS,0.0012,OBBLIGAZIONARIO CORPORATE - NON EURO,ISHARES,ETF,IE00BF11F458
643,IE00BZ048462,ISHARES $ FLOATING RATE UCITS ETF USD,FLTR.MI,BLOOMBERG BARCLAYS US FLOATING RATE NOTE < 5YEARS,0.001,OBBLIGAZIONARIO CORPORATE - NON EURO,ISHARES,ETF,IE00BZ048462
644,IE00BDVJF675,INVESCO PREFERRED SHARES UCITS ETF,PRFD.MI,BOFA MERRILL L DIV CORE PL FX PREF SEC NTR,0.005,AZIONARIO NORD AMERICA,INVESCO,ETF,IE00BDVJF675
645,IE00B60SWZ49,INVESCO STOXX EUROPE SMALL 200 UCITS ETF,SDJSML.MI,STOXX EUROPE SMALL 200 NTR,0.0035,AZIONARIO EUROPA - AREA,INVESCO,ETF,IE00B60SWZ49
646,LU1646362167,LYXOR FTSE USA MINIM VAR UCITS ETF ACC,MVAU.MI,FTSE USA MINIMUM VARIANCE NET INDEX,0.002,AZIONARIO NORD AMERICA,LYXOR,ETF,LU1646362167
647,LU1650492173,LYXOR FTSE 100 UCITS ETF - ACC,FTS100.MI,FTSE 100 TR,0.0015,AZIONARIO EUROPA - SINGOLI PAESI,LYXOR,ETF,LU1650492173
648,IE00BYML9W36,INVESCO S&P 500 UCITS ETF - B,SPXD.MI,S&P 500 TRN USD,0.0005,AZIONARIO NORD AMERICA,INVESCO,ETF,IE00BYML9W36
649,IE00B5B5TG76,INVESCO EURO STOXX 50 UCITS ETF (B),SDJE5D.MI,EURO STOXX 50,0.0005,AZIONARIO EUROPA - AREA,INVESCO,ETF,IE00B5B5TG76
650,IE00BD8D5H32,PIMCO EU SH-TERM HIGH YLD CORP UCITS ETF,EUHI.MI,BOFA MERRILL L 0-5 YEAR US HIGH YIELD 2% CONSTRAIN,0.0044,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,INVESCO,ETF,IE00BD8D5H32
651,LU1645380368,UBS BLOOM BAR EU INF LINK 1-10 UCITS ETF,INFL1.MI,BLOOMBERG BARCLAYS EURO GOV INFLATION-LINK 1-10 Y,0.002,INFLAZIONE,UBS ETF,ETF,LU1645380368
652,LU1645381689,UBS BLOOM BAR EU INFL LINK 10+ UCITS ETF,INFL10.MI,BLOOMBERG BARCLAYS EURO GOV INFLATION-LINK 10+ Y,0.002,INFLAZIONE,UBS ETF,ETF,LU1645381689
653,LU1645385839,UBS J.P. MORGAN US EM DIV 1-5 UCITS ETF,SHEMB.MI,JP MORGAN USD EM DIVERSIFIED 3% CAPPED 1-5 Y BOND,0.0042,TITOLI DI STATO - EMERGENTI,UBS ETF,ETF,LU1645385839
654,LU1650487413,LYXOR EMTS 1-3Y INV GR DR UCITS ETF ACC,EM13.MI,FTSE MTS EUROZONE GOV BOND IG 1-3 Y MIDP,0.00165,TITOLI DI STATO - EURO,LYXOR,ETF,EM13.MI
655,LU1650488494,LYXOR EMTS 3-5Y INV GR DR UCITS ETF ACC,EM35.MI,FTSE MTS EUROZONE GOV BOND IG 3-5 Y MIDP,0.00165,TITOLI DI STATO - EURO,LYXOR,ETF,EM35.MI
656,LU1650489385,LYXOR EMTS 10-15Y IG DR UCITS ETF ACC,EM1015.MI,FTSE MTS EUROZONE GOV BOND IG 10-15 Y MIDP,0.00165,TITOLI DI STATO - EURO,LYXOR,ETF,EM1015.MI
657,LU1650490474,LYXOR EMTS ALL-MAT IN G DR UCITS ETF ACC,EMG.MI,FTSE MTS EUROZONE GOV BOND IG MIDP,0.00165,TITOLI DI STATO - EURO,LYXOR,ETF,EMG.MI
658,LU1650491282,LYXOR EMTS INFL LINK IG DR UCITS ETF ACC,EMI.MI,FTSE MTS EUZONE INFLATION-LINKED BOND IG MIDP,0.002,INFLAZIONE,LYXOR,ETF,EMI.MI
659,IE00B60SX063,INVESCO STOXX EUROPE MID 200 UCITS ETF,SDJMID.MI,STOXX EUROPE MID 200 INDEX,0.0035,AZIONARIO EUROPA - AREA,INVESCO,ETF,SDJMID.MI
660,LU1646360971,LYXOR CORE MSCI EMU DR UCITS ETF DIST,EMU.MI,MSCI EMU TRN,0.0012,AZIONARIO EUROPA - AREA,LYXOR,ETF,EMU.MI
663,IE00BDR55927,UBS MSCI ACWI SOC RESP EUR HED UCITS ETF,AWSRIE.MI,MSCI ACWI SRI 5% ISSUER CAPPED 100% HEDGE EUR NR,0.0048,AZIONARIO TEMATICI,UBS ETF,ETF,AWSRIE.MI
667,FR0013284304,AMUNDI ISTX EU MUL-FAC MKT NEU UCITS ETF,MKTN.MI,ISTOXX EUROPE MULTI-FACTOR MARKET NEUTRAL,0.0055,AZIONARIO STYLE (SVILUPPATI),AMUNDI,ETF,MKTN.MI
668,LU1681048630,AMUNDI S&P GLOBAL LUXURY UCITS ETF,GLUX.MI,S&P GLOBAL LUXURY,0.0025,AZIONARIO TEMATICI,AMUNDI,ETF,GLUX.MI
669,LU1681046006,AMUNDI MSCI WORLD ENERGY UCITS ETF,CWE.MI,MSCI WORLD ENERGY NTR,0.0035,AZIONARIO SETTORIALI (SVILUPPATI),AMUNDI,ETF,CWE.MI
670,LU1681045883,AMUNDI MSCI WORLD FINANCIALS UCITS ETF,CWF.MI,MSCI WORLD FINANCIALS NTR,0.0035,AZIONARIO SETTORIALI (SVILUPPATI),AMUNDI,ETF,CWF.MI
672,LU1681037518,AMUNDI FTSE MIB UCITS ETF,FMI.MI,FTSE MIB,0.0018,AZIONARIO ITALIA,AMUNDI,ETF,FMI.MI
674,IE00BF51JZ00,INVESCO ITA PIR MUL-ASS PORT UCITS ETF,PIRI.MI,ITLMSN ITSCAN ITSTARN CFIIITCS DRBGN CFIIHYFA,0.0045,MULTI ASSET,INVESCO,ETF,PIRI.MI
676,IE00BF2B0M76,FRANKLIN LIBERTYQ GLOBAL DIVID UCITS ETF,FLXX.MI,LIBERTYQ GLOBAL DIVIDEND INDEX,0.0045,AZIONARIO STYLE (SVILUPPATI),FRANKLIN TEMPLETON,ETF,FLXX.MI
677,IE00BF2B0N83,FRANKLIN LIBERTYQ GLOB EQ SRI UCITS ETF,FLXG.MI,LIBERTYQ GLOBAL EQUITY SRI INDEX,0.004,AZIONARIO STYLE (SVILUPPATI),FRANKLIN TEMPLETON,ETF,FLXG.MI
678,IE00BF2B0L69,FRANKLIN LIBERTYQ EUROP DIVID UCITS ETF,FLXD.MI,LIBERTYQ EUROPEAN DIVIDEND INDEX,0.0025,AZIONARIO STYLE (SVILUPPATI),FRANKLIN TEMPLETON,ETF,FLXD.MI
679,IE00BF2B0K52,FRANKLIN LIBERTYQ EMERGING MKT UCITS ETF,FLXE.MI,LIBERTYQ EMERGING MARKETS NR INDEX,0.0055,AZIONARIO STYLE (EMERGENTI),FRANKLIN TEMPLETON,ETF,FLXE.MI
681,LU1681047236,AMUNDI EURO STOXX 50 UCITS ETF DR - EUR,C50.MI,EURO STOXX 50,0.0015,AZIONARIO EUROPA - AREA,AMUNDI,ETF,C50.MI
682,LU1602144575,AMUNDI MSCI EMU UCITS ETF DR - EUR,CMU.MI,MSCI EMU TRN,0.0025,AZIONARIO EUROPA - AREA,AMUNDI,ETF,CMU.MI
683,LU1602144732,AMUNDI MSCI JAPAN UCITS ETF DR - EUR,CJ1.MI,MSCI JAPAN,0.0045,AZIONARIO PACIFICO,AMUNDI,ETF,CJ1.MI
684,LU1602144906,AMUNDI MSCI PACIF EXJPN UCITS ETF DR EUR,CP9.MI,MSCI PACIFIC EX JAPAN,0.0045,AZIONARIO PACIFICO,AMUNDI,ETF,CP9.MI
689,IE00BDFC6G93,JPMORGAN USD EM MKT SOVER BOND UCITS ETF,JPMB.MI,J.P. MORGAN EMERGING MARKETS RISK-AWARE BOND INDEX,0.0039,TITOLI DI STATO - EMERGENTI,JP MORGAN,ETF,JPMB.MI
690,IE00BYVZV757,JPM BETABUIL EUR GOV 1-3 Y ACC UCITS ETF,JE13.MI,JPMORGAN EMU GOV BOND INDEX 1-3 TR,0.001,TITOLI DI STATO - EURO,JP MORGAN,ETF,JE13.MI
691,IE00BF0M2Z96,L&G BATTERY VALUE-CHAIN UCITS ETF,BATT.MI,SOLACTIVE BATTERY VALUE-CHAIN INDEX,0.0075,AZIONARIO TEMATICI,LEGAL & GENERAL,ETF,BATT.MI
692,IE00BF0H7608,L&G PHARMA BREAKTHROUGH UCITS ETF,BIOT.MI,SOLACTIVE PHARMA BREAKTHROUGH VALUE INDEX NTR,0.0075,AZIONARIO TEMATICI,LEGAL & GENERAL,ETF,BIOT.MI
693,IE00BF0M6N54,L&G ECOMMERCE LOGISTICS UCITS ETF,ECOM.MI,SOLACTIVE ECOMMERCE LOGISTICS INDEX,0.0075,AZIONARIO TEMATICI,LEGAL & GENERAL,ETF,ECOM.MI
697,LU1681041205,AMUNDI GL EM BOND MARK IBX UCITS ETF USD,AGEB.MI,MARKIT IBOXX $ LIQUID EMERGING MARKETS SOVEREIGNS,0.003,TITOLI DI STATO - EMERGENTI,AMUNDI,ETF,AGEB.MI
700,LU1681046691,AMUNDI GOV HIG RAT EMTS IG UCITS ETF EUR,AM3A.MI,FTSE MTS HIGHEST-RATED EUROZONE GOV BOND,0.0014,TITOLI DI STATO - EURO,AMUNDI,ETF,AM3A.MI
704,IE00BDR5H073,UBS GLOB GEN EQUAL UCITS ETF EUR HED ACC,GENDEE.MI,SOLACTIVE EQUI GLO GEN EQ 100 LEAD NTR EUR CU HED,0.003,AZIONARIO TEMATICI,UBS ETF,ETF,GENDEE.MI
705,LU1681048804,AMUNDI S&P 500 EUR UCITS ETF,A500.MI,S&P 500 TRN USD,0.0015,AZIONARIO NORD AMERICA,AMUNDI,ETF,A500.MI
708,LU1681044647,AMUNDI MSCI NORDIC EUR UCITS ETF,CN1.MI,MSCI NORDIC COUNTRIES TRN,0.0025,AZIONARIO EUROPA - AREA,AMUNDI,ETF,CN1.MI
709,LU1681042609,AMUNDI MSCI EUROPE UCITS ETF - EUR,CEU.MI,MSCI TRN EUROPE INDEX,0.0015,AZIONARIO EUROPA - AREA,AMUNDI,ETF,CEU.MI
717,LU1781541179,LYXOR CORE MSCI WORLD DR UCITS ETF,LCWD.MI,MSCI TRN WORLD INDEX,0.0012,AZIONARIO MONDO,LYXOR,ETF,LCWD.MI
718,LU1781541252,LYXOR CORE MSCI JAPAN DR UCITS ETF,LCJP.MI,MSCI TRN JAPAN INDEX,0.0012,AZIONARIO PACIFICO,LYXOR,ETF,LCJP.MI
719,LU1781541849,LYXOR MSCI EM ASIA UCITS ETF,LCAS.MI,MSCI EM ASIA TRN INDEX,0.0012,AZIONARIO EMERGENTI - ASIA,LYXOR,ETF,LCAS.MI
720,LU1781541096,LYXOR CORE MORNING UK NT DR UCITS ETF,LCUK.MI,MORNINGSTAR UK NR INDEX,0.0004,AZIONARIO EUROPA - SINGOLI PAESI,LYXOR,ETF,LCUK.MI
721,LU1781540957,LYXOR CORE MORNINGSTAR US DR UCITS ETF,LCUS.MI,MORNINGSTAR US LARGE-MID CAP NR INDEX,0.0004,AZIONARIO NORD AMERICA,LYXOR,ETF,LCUS.MI
722,LU1681039647,AMUNDI EURO CORPORATES EUR UCITS ETF,CC4.MI,MARKIT IBOXX EUR LIQ CORP TOP 75 MID TCA,0.0016,OBBLIGAZIONARIO CORPORATE - EURO,AMUNDI,ETF,CC4.MI
727,LU1681046261,AMUNDI GOV EMTS BROAD IG UCITS ETF,CB3.MI,FTSE MTS EUROZONE GOV BROAD IG,0.0014,TITOLI DI STATO - EURO,AMUNDI,ETF,CB3.MI
729,LU1681046774,AMUNDI GOV LOW RAT EMTS IG EUR UCITS ETF,X1G.MI,FTSE MTS LOWEST-RATED EUROZONE GOV BOND IG,0.0014,TITOLI DI STATO - EURO,AMUNDI,ETF,X1G.MI
730,LU1681042864,AMUNDI MSCI USA UCITS ETF - EUR,CU2.MI,MSCI USA,0.0028,AZIONARIO NORD AMERICA,AMUNDI,ETF,CU2.MI
731,LU1681043086,AMUNDI MSCI INDIA UCITS ETF - EUR,CI2.MI,MSCI INDIA,0.008,AZIONARIO EMERGENTI - ASIA,AMUNDI,ETF,CI2.MI
732,LU1681043912,AMUNDI MSCI CHINA UCITS ETF - EUR,CC1.MI,MSCI CHINA H TRN,0.0055,AZIONARIO EMERGENTI - ASIA,AMUNDI,ETF,CC1.MI
733,LU1681043599,AMUNDI MSCI WORLD UCITS ETF - EUR,CW8.MI,MSCI WORLD INDEX,0.0038,AZIONARIO MONDO,AMUNDI,ETF,CW8.MI
734,LU1681038243,AMUNDI NASDAQ-100 UCITS ETF - EUR,ANX.MI,NASDAQ 100,0.0023,AZIONARIO NORD AMERICA,AMUNDI,ETF,ANX.MI
736,LU1681045370,AMUNDI MSCI EMERGING UCITS ETF - EUR,AEEM.MI,MSCI EMERGING MARKETS INDEX,0.002,AZIONARIO EMERGENTI - MONDO,AMUNDI,ETF,AEEM.MI
740,IE00BDR5HM97,XTRACKERS USD HY CORPORAT BOND UCITS ETF,XUHY.MI,BLOOMBERG BARCLAYS US HIGH YIELD VERY LIQ EX 144A,0.0035,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,XTRACKERS,ETF,XUHY.MI
741,LU0514695690,XTRACKERS MSCI CHINA UCITS ETF,XCS6.MI,MSCI CHINA TR NET DAILY USD,0.0065,AZIONARIO EMERGENTI - ASIA,XTRACKERS,ETF,XCS6.MI
742,IE00BF8J5974,XTRACK IBOXX USD CORP YIELD PL UCITS ETF,XYLD.MI,MARKIT IBOXX USD CORPORATES 1-20 YIELD PLUS,0.0025,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,XTRACKERS,ETF,XYLD.MI
743,LU0950668870,UBS MSCI EMU UCITS ETF (EUR) A-ACC,EMUAA.MI,MSCI EMU INDEX NR,0.0018,AZIONARIO EUROPA - AREA,UBS ETF,ETF,EMUAA.MI
744,IE00BDGV0746,UBS MSCI US SEL FAC MIX UCITS ETF EU HED,USMUFE.MI,MSCI USA SELECT FACTOR MIX 100% HEDGED TO EUR NR,0.004,AZIONARIO STYLE (SVILUPPATI),UBS ETF,ETF,USMUFE.MI
745,IE00BWT3KS11,UBS MSCI AUSTRALIA UCITS ETF EUR HED ACC,AUHEUA.MI,MSCI AUSTRALIA 100% HEDGED TO EUR TRN,0.005,AZIONARIO PACIFICO,UBS ETF,ETF,AUHEUA.MI
746,IE00BDT8V027,INVESCO PREF SHARES UCITS ETF EU H DIS,PRFE.MI,BOFA MERRILL L DIV CORE PL FX PREF SEC NTR,0.0055,AZIONARIO NORD AMERICA,INVESCO,ETF,PRFE.MI
752,IE00BF5DXP42,FIRST TRUST INDXX INN TRA&PROC UCITS ETF,BLOK.MI,INDXX BLOCKCHAIN NTR,0.0065,AZIONARIO TEMATICI,FIRST TRUST,ETF,BLOK.MI
753,LU1810006863,LYXOR SCIENT BETA DEVELOP L/S UCITS ETF,MFLS.MI,SGI GLOBAL MULTI FACTOR MARKET NEUTRAL INDEX,0.0055,AZIONARIO STYLE (SVILUPPATI),LYXOR,ETF,MFLS.MI
754,IE00BDFBTK17,VANECK NATURAL RESOURCES UCITS ETF,HAP.MI,VANECKA NATURAL RESOURCES INDEX,0.005,AZIONARIO TEMATICI,VANECK,ETF,HAP.MI
755,IE00BDFBTR85,VANECK PREFERRED US EQUITY UCITS ETF,PREF.MI,WELLS FARGO HYBRID AND PREFERRED SECURITIES AGGREG,0.0041,AZIONARIO TEMATICI,VANECK,ETF,PREF.MI
756,IE00BF541080,VANECK EMER MKTS HIGH YLD BOND UCITS ETF,HYEM.MI,ICE BOFAML DIV HIGH YIELD US EMERGING MARK CORP PL,0.004,OBBLIGAZIONARIO CORPORATE - EMERGENTI,VANECK,ETF,HYEM.MI
757,IE00BF540Z61,VANECK GL FALLEN ANGEL HI YLD UCITS ETF,GFA.MI,ICE BOFAML GLOBAL FALLEN ANGEL HIGH YIELD INDEX,0.004,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,VANECK,ETF,GFA.MI
758,IE00BDFBTQ78,VANECK GLOBAL MINING UCITS ETF,GDIG.MI,EMIX GLOBAL MINING CONSTRAINED WEIGHTS INDEX,0.005,AZIONARIO TEMATICI,VANECK,ETF,GDIG.MI
760,IE00BZ0XVF52,WISDOMTREE AT1 COCO BOND UCITS ETF - USD,CCBO.MI,IBOXX CONTINGEN CONVER LIQ DEVEL EUR AT1 USD UNHGD,0.005,OBBLIGAZIONARIO CORPORATE - EURO,WISDOMTREE,ETF,CCBO.MI
761,IE00BD9MMD49,JPM BETABUIL TREAS 1-3 USD ACC UCITS ETF,JU13.MI,JPMORGAN GOV BOND INDEX UNITED STATES 1-3 Y,0.001,TITOLI DI STATO - NON EURO,JP MORGAN,ETF,JU13.MI
764,LU0484968812,XTRACKERS II ESG EUR CORP B UCITS ETF,XB4F.MI,BLOOMBERG BARCLAYS MSCI EURO CORP SUSTAIN AND SRI,0.0025,OBBLIGAZIONARIO CORPORATE - EURO,XTRACKERS,ETF,XB4F.MI
765,LU0677077884,XTRACKERS II USD EMRG MKTS B UCITS ETF,XUEM.MI,FTSE EMERGING MARKETS GOV AND GOV-RELATED SEL BOND,0.0035,TITOLI DI STATO - EMERGENTI,XTRACKERS,ETF,XUEM.MI
766,IE00BZ02LR44,XTRACKERS ESG MSCI WORLD UCITS ETF,XZW0.MI,MSCI WORLD ESG LEADERS LOW CARB EX TOBAC INVOL 5%,0.002,AZIONARIO TEMATICI,XTRACKERS,ETF,XZW0.MI
767,IE00BFMNHK08,XTRACKERS ESG MSCI EUROPE UCITS ETF,XZEU.MI,MSCI EUROPE ESG LEADERS LOW CARB EX TOBAC INVOL 5%,0.002,AZIONARIO TEMATICI,XTRACKERS,ETF,XZEU.MI
768,IE00BG36TC12,XTRACKERS ESG MSCI JAPAN UCITS ETF,XZMJ.MI,MSCI JAPAN ESG LEADERS LOW CARB EX TOBAC INVOL 5%,0.002,AZIONARIO TEMATICI,XTRACKERS,ETF,XZMJ.MI
769,IE00BFMNPS42,XTRACKERS ESG MSCI USA UCITS ETF,XZMU.MI,MSCI USA ESG LEADERS LOW CARB EX TOBACCO INVOL 5%,0.0015,AZIONARIO TEMATICI,XTRACKERS,ETF,XZMU.MI
774,LU1829221966,LYXOR S&P 500 BANKS UCITS ETF,BNKU.MI,S&P 500 CAP 35/20 BANKS AND DIV FINAN SEL IND NTR,0.0025,AZIONARIO NORD AMERICA,LYXOR,ETF,BNKU.MI
775,IE00BD49R912,WISDOMTREE EUR AG BOND ENH UCITS ETF EUR,YLD.MI,BARCLAYS EURO AGGREGATE ENHANCED YIELD BOND,0.0018,OBBLIGAZIONARIO MISTO,WISDOMTREE,ETF,YLD.MI
776,IE00BD49RB39,WISDOMTREE EUR AG BO ENH UCITS ETF EUR A,EYLD.MI,BARCLAYS EURO AGGREGATE ENHANCED YIELD BOND,0.0018,OBBLIGAZIONARIO MISTO,WISDOMTREE,ETF,EYLD.MI
777,IE00BD49RJ15,WISDOMTREE EUR GOV ENHAN UCITS ETF EUR,GOVE.MI,BARCLAYS EURO TREASURY ENHANCED YIELD BOND,0.0016,TITOLI DI STATO - EURO,WISDOMTREE,ETF,GOVE.MI
778,IE00BD49RK20,WISDOMTREE EUR GOV ENHAN UCITS ETF EUR A,WGOV.MI,BARCLAYS EURO TREASURY ENHANCED YIELD BOND,0.0016,TITOLI DI STATO - EURO,WISDOMTREE,ETF,WGOV.MI
779,IE00BFXYK923,WISDOMTREE JAPAN SMALLCAP DIV UCITS ETF,DFJ.MI,WISDOMTREE JAPAN SMALLCAP DIVIDEND TOTAL RETURN,0.0048,AZIONARIO STYLE (SVILUPPATI),WISDOMTREE,ETF,DFJ.MI
780,IE00BFXYKD63,WISDOMTREE JAPAN SMCAP DIV UCITS ETF ACC,DFJA.MI,WISDOMTREE JAPAN SMALLCAP DIVIDEND TOTAL RETURN,0.0048,AZIONARIO STYLE (SVILUPPATI),WISDOMTREE,ETF,DFJA.MI
781,IE00BD8ZCY59,WISDOMTREE US MULTIFACTOR UCITS ETF,USMF.MI,WISDOMTREE U.S. MULTIFACTOR INDEX NTR,0.003,AZIONARIO STYLE (SVILUPPATI),WISDOMTREE,ETF,USMF.MI
782,IE00BD8ZD313,WISDOMTREE US MULTIFACTOR UCITS ETF ACC,FCTR.MI,WISDOMTREE U.S. MULTIFACTOR INDEX NTR,0.003,AZIONARIO STYLE (SVILUPPATI),WISDOMTREE,ETF,FCTR.MI
784,IE00BFWMMG89,UBS MSCI WORLD SELECT FACT MIX UCITS ETF,WOFM.MI,MSCI WORLD SELECT FACTOR MIX,0.0046,AZIONARIO STYLE (SVILUPPATI),UBS ETF,ETF,WOFM.MI
785,IE00BG88WG77,WISDOMTREE ENH COMMOD UCITS ETF EUR HDG,WCOE.MI,OPTIMIZED ROLL COMMODITY MONTHLY EUR-HDG TOTAL RET,0.0035,COMMODITIES,WISDOMTREE,ETF,WCOE.MI
787,IE00BFNNN236,WISDOMTREE AT1 COCO BOND UCITS ETF EUR-H,COBO.MI,IBOXX CONTINGEN CONV LIQ DEVELOPED EUR AT1 EUR HDG,0.005,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,WISDOMTREE,ETF,COBO.MI
788,IE00BFWFPX50,SPDR S&P US COMMUNIC SEL SEC UCITS ETF,SXLC.MI,S&P COMMUNIC SERV SELECT SECTOR DAILY CAPPED 25/20,0.0015,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,SXLC.MI
789,LU1720938841,UBS JPM EM MULFAC EN LOCUR UCITS ETF DIS,EMLOC.MI,JP MORGAN EM MULTI-FACTOR ENHANCED LOCAL CURBONDTR,0.0047,TITOLI DI STATO - EMERGENTI,UBS ETF,ETF,EMLOC.MI
790,LU1792117779,LYXOR MSCI WLD ESG TREND L DR UCITS ETF,WESG.MI,MSCI WORLD SEL ESG RATING AND TREND LEADERS NR USD,0.003,AZIONARIO TEMATICI,LYXOR,ETF,WESG.MI
791,LU1792117696,LYXOR MSCI USA ESG TREND L DR UCITS ETF,UESG.MI,MSCI USA SELEC ESG RATING AND TREND LEADERS NR USD,0.0025,AZIONARIO TEMATICI,LYXOR,ETF,UESG.MI
792,LU1792117340,LYXOR MSCI EMU ESG TREND L DR UCITS ETF,EESG.MI,MSCI EMU SELEC ESG RATING AND TREND LEADERS NR EUR,0.002,AZIONARIO TEMATICI,LYXOR,ETF,EESG.MI
793,LU1769088581,LYXOR MSCI EM ESG TREND LEAD UCITS ETF,MESG.MI,MSCI EM SELECT ESG RATING AND TREND LEADERS NR USD,0.003,AZIONARIO TEMATICI,LYXOR,ETF,MESG.MI
794,IE00BFWXDW46,FRANKLIN LIBERTYQ EUROP EQUITY UCITS ETF,FLEQ.MI,LIBERTYQ EUROPE EQUITY INDEX,0.0025,AZIONARIO STYLE (SVILUPPATI),FRANKLIN TEMPLETON,ETF,FLEQ.MI
795,IE00BDRTCQ08,INVESCO USD FLOAT RATE NOTE UCITS ETF D,UFLT.MI,BLOOMBERG BARCLAYS US CORPORATE FRN 500 MM LIQ BON,0.001,OBBLIGAZIONARIO CORPORATE - NON EURO,INVESCO,ETF,UFLT.MI
796,IE00BYVTMS52,INVESCO EQQQ NASDAQ-100 UCITS ETF EUR H,EQEU.MI,NASDAQ 100,0.0035,AZIONARIO NORD AMERICA,INVESCO,ETF,EQEU.MI
797,IE00BRKWGL70,INVESCO S&P 500 UCITS ETF EUR HDG ACC,E500.MI,S&P 500 EURO HEDGED TRN,0.0005,AZIONARIO NORD AMERICA,INVESCO,ETF,E500.MI
798,IE00BQ70R696,INVESCO NASDAQ BIOTECH UCITS ETF DIST,SBIO.MI,NASDAQ BIOTECH,0.004,AZIONARIO SETTORIALI (SVILUPPATI),INVESCO,ETF,SBIO.MI
799,LU1838002480,LYXOR ROBOTICS & AI UCITS ETF,ROAI.MI,RISE OF THE ROBOTS NTR INDEX,0.004,AZIONARIO TEMATICI,LYXOR,ETF,ROAI.MI
800,IE00BG0TQB18,INVESCO AT1 CAPITAL BOND UCITS ETF DIST,AT1D.MI,IBOXX USD CONTING CON LIQ DEV MKT AT1 8/5% ISS CAP,0.0039,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,INVESCO,ETF,AT1D.MI
801,IE00BFWXDV39,FRANKLIN LIBERTYQ ASIA EX JAP UCITS ETF,FLQA.MI,LIBERTYQ ASIA EX JAPAN EQUITY INDEX,0.004,AZIONARIO STYLE (EMERGENTI),FRANKLIN TEMPLETON,ETF,FLQA.MI
804,IE00BDDRF700,HAN-GINS INNOVAT TECHNOLOGIES UCITS ETF,ITEK.MI,SOLACTIVE INNOVATIVE TECHNOLOGIES INDEX,0.0075,AZIONARIO TEMATICI,HANETF,ETF,ITEK.MI
805,IE00BDDRF924,HAN-GINS CLOUD TECHNOLOGY UCITS ETF,SKYY.MI,SOLACTIVE CLOUD TECHNOLOGY INDEX,0.0075,AZIONARIO TEMATICI,HANETF,ETF,SKYY.MI
806,IE00BDDRDY39,JPM USD EMER SOVEREIGN UCITS ETF EUR H A,JMBE.MI,J.P. MORGAN EMERGING MARKETS RISK-AWARE BOND INDEX,0.0039,TITOLI DI STATO - EMERGENTI,JP MORGAN,ETF,JMBE.MI
810,LU1812090543,LYXOR BOFAML EUR HY EX-FI BOND UCITS ETF,HY.MI,BOFA MERRILL L BB-CCC EU DEV  NON-FINANCIAL HY,0.0045,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,LYXOR,ETF,HY.MI
811,LU1686830909,LYXOR IBX $ LIQUID EMERGI SOV UCITS ETF,EMKTB.MI,MARKIT IBOXX $ LIQUID EMERGING MARKETS SOV MID PR,0.003,TITOLI DI STATO - EMERGENTI,LYXOR,ETF,EMKTB.MI
814,LU1829218822,LYXOR EURO CORP BOND EX FIN UCITS ETF,CBEF.MI,MARKIT IBOXX EUR LIQUID NON-FINANCIALS MID PRICE,0.002,OBBLIGAZIONARIO CORPORATE - EURO,LYXOR,ETF,CBEF.MI
815,LU1829219127,LYXOR EURO CORPORATE BOND UCITS ETF,CRPE.MI,MARKIT IBOXX EUR LIQUID CORPORATE 125 MID PRICE,0.002,OBBLIGAZIONARIO CORPORATE - EURO,LYXOR,ETF,CRPE.MI
816,LU1407890620,LYXOR $ TREASURIES 10Y+ DR UCITS ETF,US10.MI,IBOXX US TREASURIES 10Y+ MID PRICE TR,0.0007,TITOLI DI STATO - NON EURO,LYXOR,ETF,US10.MI
818,LU1832418773,LYXOR FTSE EPRA/NAR GLOB DEVEL UCITS ETF,REWLD.MI,FTSE EPRA/NAREIT DEVELOPED INDEX NET TRI,0.0045,REAL ESTATE,LYXOR,ETF,REWLD.MI
821,LU1829219986,LYXOR HIGH RAT MW GOVT 5-7Y DR UCITS ETF,AAA57.MI,FTSE MTS HIGHEST RATED MACRO WEIGT GOV 5-7 YRSMIDP,0.00165,TITOLI DI STATO - EURO,LYXOR,ETF,AAA57.MI
822,LU1829219556,LYXOR HIGH RAT MW GOVT 1-3Y DR UCITS ETF,AAA13.MI,FTSE MTS HIGHEST RATED MACRO WEIGT GOV 1-3 YRSMIDP,0.00165,TITOLI DI STATO - EURO,LYXOR,ETF,AAA13.MI
