,isin,nome,ticker,benchmark,ter,areaBenchmark,emittente,strumento,dataSource,startDate,endDate,volAvg
430,IE00B52XQP83,ISHARES MSCI SOUTH AFRICA UCITS ETF ACC,SRSA.MI,MSCI SOUTH AFRICA TRN,0.0065,AZIONARIO EMERGENTI - AFRICA/MEDIO ORIENTE,ISHARES,ETF,IE00B52XQP83,2015-07-03,2019-04-04,1817
431,IE0005042456,ISHARES CORE FTSE 100 UCITS ETF DIST,ISF.MI,FTSE 100,0.0007,AZIONARIO EUROPA - SINGOLI PAESI,ISHARES,ETF,ISF.MI,2006-03-09,2019-04-04,69096
432,IE00B2QWDY88,ISHARES MSCI JA SMALL CAP UCITS ETF DIST,ISJP.MI,MSCI JAPAN SMALL CAP TR,0.0058,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00B2QWDY88,2014-06-12,2019-04-04,2034
433,IE00BYPLS672,L&G CYBER SECURITY UCITS ETF,ISPY.MI,ISE CYBER SECURITY UCITS TRN,0.0075,AZIONARIO TEMATICI,LEGAL & GENERAL,ETF,IE00BYPLS672,2015-11-17,2019-04-03,0
434,FR0013267846,AMUNDI ETF FTSE ITALIA PIR UCITS ETF DR,ITALI.MI,FTSE ITALIA PIR NTR,0.0035,AZIONARIO ITALIA,AMUNDI,ETF,FR0013267846,2017-09-01,2019-04-04,699
435,FR0011758085,LYXOR FTSE IT MIDCAP PIR DR UCITS ETF AC,ITAMID.MI,FTSE ITALIA PIR MID CAP,0.004,AZIONARIO ITALIA,LYXOR,ETF,FR0011758085,2014-05-15,2019-04-04,9699
436,LU1605710802,LYXOR ITALIA EQUITY PIR DR UCITS ETF,ITAPIR.MI,FTSE ITALIA PIR LARGE AND MID CAP NET TAX,0.0035,AZIONARIO ITALIA,LYXOR,ETF,LU1605710802,2017-05-24,2019-04-04,539
437,IE00BDDRF700,HAN-GINS INNOVAT TECHNOLOGIES UCITS ETF,ITEK.MI,SOLACTIVE INNOVATIVE TECHNOLOGIES INDEX,0.0075,AZIONARIO TEMATICI,HANETF,ETF,ITEK.MI,2018-10-11,2019-04-04,880
438,IE00B1FZS574,ISHARES MSCI TURKEY UCITS ETF USD DIST,ITKY.MI,MSCI TURKEY SM INDEX,0.0074,AZIONARIO EMERGENTI - EST EUROPA,ISHARES,ETF,ITKY.MI,2007-03-20,2019-04-04,9231
439,IE00B1FZSC47,ISHARES $ TIPS UCITS ETF USD ACC,ITPS.MI,BARCLAYS U.S. GOV INFLATION-LINKED ALL BONDS,0.0025,INFLAZIONE,ISHARES,ETF,ITPS.MI,2007-03-20,2019-04-04,3846
440,IE00B0M63623,ISHARES MSCI TAIWAN UCITS ETF USD DIST,ITWN.MI,MSCI TAIWAN,0.0074,AZIONARIO EMERGENTI - ASIA,ISHARES,ETF,ITWN.MI,2006-03-09,2019-04-04,854
441,IE00BYV12Y75,SPDR BL BAR 3-10Y US COR BOND UCITS ETF,IUCB.MI,BARCLAYS U.S. 3-10 YEAR CORPORATE BOND INDEX,0.002,OBBLIGAZIONARIO CORPORATE - NON EURO,SPDR,ETF,IE00BYV12Y75,2017-01-24,2019-04-04,1910
442,IE00B0M63060,ISHARES UK DIVIDEND UCITS ETF DIST,IUKD.MI,FTSE UK DIVIDEND PLUS INDEX,0.004,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IUKD.MI,2006-03-09,2019-04-04,16432
443,IE00B1TXLS18,ISHARES UK PROPERTY UCITS ETF GBP DIST,IUKP.MI,FTSE EPRA/NAREIT UK INDEX TR,0.004,REAL ESTATE,ISHARES,ETF,IUKP.MI,2007-12-03,2019-04-04,5975
444,IE0031442068,ISHARESCORES&P500$(DIST) UCITS ETF,IUSA.MI,S&P 500,0.0007,AZIONARIO NORD AMERICA,ISHARES,ETF,IUSA.MI,2004-05-11,2019-04-04,246870
446,IE00B1FZSF77,ISHARES US PROPERTY YIELD UCITS ETF,IUSP.MI,FTSE EPRA/NAREIT UNITED STATES DIVIDEND + INDEX TR,0.004,REAL ESTATE,ISHARES,ETF,IUSP.MI,2007-03-20,2019-04-04,5717
447,IE00B441G979,ISHARES MSCI WORLD EUR HDG UCITS ETF ACC,IWDE.MI,MSCI WORLD EURO HEDGED TRN,0.0055,AZIONARIO MONDO,ISHARES,ETF,IWDE.MI,2011-04-04,2019-04-04,111476
448,IE00B1FZS350,ISHARES DEV MKT PROP YLD UCITS ETF DIST,IWDP.MI,FTSE EPRA/NAREIT DEVELOPED DIVIDEND + INDEX TR,0.0059,REAL ESTATE,ISHARES,ETF,IWDP.MI,2007-03-20,2019-04-04,37055
449,IE00BP3QZ825,ISHARES EDG MSCI WL MO FAC UCITS ETF ACC,IWMO.MI,MSCI WORLD MOMENTUM INDEX,0.003,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BP3QZ825,2015-02-16,2019-04-04,10420
450,IE00BP3QZ601,ISHARES EDG MSCI WL QU FAC UCITS ETF ACC,IWQU.MI,MSCI WORLD SECTOR NEUTRAL QUALITY INDEX,0.003,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BP3QZ601,2015-02-16,2019-04-04,10362
451,IE00B0M62Q58,ISHARES MSCI WORLD UCITS ETF USD DIST,IWRD.MI,MSCI WORLD INDEX,0.005,AZIONARIO MONDO,ISHARES,ETF,IWRD.MI,2006-03-09,2019-04-04,46751
452,IE00BP3QZD73,ISHARES ED MSCI WL SIZ FAC UCITS ETF ACC,IWSZ.MI,MSCI WORLD MID-CAP EQUALLY WEIGHTED INDEX,0.003,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BP3QZD73,2015-02-16,2019-04-04,3735
453,IE00BP3QZB59,ISHARES ED MSCI WL VAL FAC UCITS ETF ACC,IWVL.MI,MSCI WORLD ENHANCED VALUE INDEX,0.003,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BP3QZB59,2015-02-16,2019-04-04,7486
455,IE00BYVZV757,JPM BETABUIL EUR GOV 1-3 Y ACC UCITS ETF,JE13.MI,JPMORGAN EMU GOV BOND INDEX 1-3 TR,0.001,TITOLI DI STATO - EURO,JP MORGAN,ETF,JE13.MI,2018-02-22,2019-04-04,762
456,IE00BDDRDY39,JPM USD EMER SOVEREIGN UCITS ETF EUR H A,JMBE.MI,J.P. MORGAN EMERGING MARKETS RISK-AWARE BOND INDEX,0.0039,TITOLI DI STATO - EMERGENTI,JP MORGAN,ETF,JMBE.MI,2018-10-16,2019-04-04,279
457,IE00B6YX5M31,SPDR BARCL EURO HIGH YLD BOND UCITS ETF,JNKE.MI,BARCLAYS CAPITAL LIQ SCREENED EU HIGH YLD BOND TR,0.004,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,SPDR,ETF,JNKE.MI,2012-04-12,2019-04-04,14605
459,LU0950672476,UBS MSCI JAPAN EUR HEDG UCITS ETF A-ACC,JPEUBH.MI,MSCI JAPAN 100% HEDGED TO EUR TRN,0.0045,AZIONARIO PACIFICO,UBS ETF,ETF,LU0950672476,2013-10-28,2019-04-04,11084
461,IE00BDFC6G93,JPMORGAN USD EM MKT SOVER BOND UCITS ETF,JPMB.MI,J.P. MORGAN EMERGING MARKETS RISK-AWARE BOND INDEX,0.0039,TITOLI DI STATO - EMERGENTI,JP MORGAN,ETF,JPMB.MI,2018-02-22,2019-04-04,153
463,FR0010245514,LYXOR JAPAN TOPIX DR UCITS ETF - DIST,JPN.MI,TOPIX GROSS TR,0.0045,AZIONARIO PACIFICO,LYXOR,ETF,JPN.MI,2006-04-06,2019-04-04,6033
465,LU0136240974,UBS MSCI JAPAN UCITS ETF A-DIS,JPNEUA.MI,MSCI JAPAN,0.0035,AZIONARIO PACIFICO,UBS ETF,ETF,JPNEUA.MI,2010-07-30,2019-04-04,12665
466,FR0011475078,LYXOR JAPAN TOPIX DAI HED UCITS ETF DIST,JPNH.MI,TOPIX TOTAL RETURN EURO DAILY HEDGED TR,0.0045,AZIONARIO PACIFICO,LYXOR,ETF,FR0011475078,2013-06-28,2019-04-04,2072
468,LU1230561679,UBS ETF MSCI JAPAN SOCIAL RESP UCITS ETF,JPSR.MI,MSCI JAPAN SOCIALLY RESP 5% ISS CAP INDEX TRN,0.004,AZIONARIO TEMATICI,UBS ETF,ETF,LU1230561679,2016-09-13,2019-04-04,1958
469,LU1273488715,UBS MSCI JAPAN SOC RES UCITS ETF EUR HED,JPSRE.MI,MSCI JAPAN SOCIALLY RESP 5% ISS CAP INDEX TRN,0.005,AZIONARIO TEMATICI,UBS ETF,ETF,LU1273488715,2016-09-13,2019-04-04,3361
470,IE00BD9MMD49,JPM BETABUIL TREAS 1-3 USD ACC UCITS ETF,JU13.MI,JPMORGAN GOV BOND INDEX UNITED STATES 1-3 Y,0.001,TITOLI DI STATO - NON EURO,JP MORGAN,ETF,JU13.MI,2018-06-12,2019-04-04,337
471,LU1900066975,LYXOR MSCI KOREA UCITS ETF,KOR.MI,MSCI KOREA INDEX,0.0065,AZIONARIO EMERGENTI - ASIA,LYXOR,ETF,KOR.MI,2006-12-14,2019-04-04,1574
472,LU1287022708,LYXOR PAN AFRICA UCITS ETF - ACC,LAFRI.MI,SGI PAN AFRICA PRICE INDEX NTR,0.0085,AZIONARIO EMERGENTI - AFRICA/MEDIO ORIENTE,LYXOR,ETF,LU1287022708,2016-02-26,2019-04-04,3193
473,LU1900066629,LYXOR MSCI EM LATIN AMERICA UCITS ETF,LATAM.MI,MSCI EM LATIN AMERICA USD NET RETURN,0.0065,AZIONARIO EMERGENTI - CENTRO/SUD AMERICA,LYXOR,ETF,LATAM.MI,2007-06-29,2019-04-04,4393
474,LU1781541849,LYXOR MSCI EM ASIA UCITS ETF,LCAS.MI,MSCI EM ASIA TRN INDEX,0.0012,AZIONARIO EMERGENTI - ASIA,LYXOR,ETF,LCAS.MI,2018-03-29,2019-04-04,2079
476,LU1781541252,LYXOR CORE MSCI JAPAN DR UCITS ETF,LCJP.MI,MSCI TRN JAPAN INDEX,0.0012,AZIONARIO PACIFICO,LYXOR,ETF,LCJP.MI,2018-03-29,2019-04-04,3143
477,LU1781541096,LYXOR CORE MORNING UK NT DR UCITS ETF,LCUK.MI,MORNINGSTAR UK NR INDEX,0.0004,AZIONARIO EUROPA - SINGOLI PAESI,LYXOR,ETF,LCUK.MI,2018-03-29,2019-04-04,89
478,LU1781540957,LYXOR CORE MORNINGSTAR US DR UCITS ETF,LCUS.MI,MORNINGSTAR US LARGE-MID CAP NR INDEX,0.0004,AZIONARIO NORD AMERICA,LYXOR,ETF,LCUS.MI,2018-03-29,2019-04-04,57
479,LU1781541179,LYXOR CORE MSCI WORLD DR UCITS ETF,LCWD.MI,MSCI TRN WORLD INDEX,0.0012,AZIONARIO MONDO,LYXOR,ETF,LCWD.MI,2018-03-29,2019-04-04,12032
480,FR0010510800,LYXOR EURO OVERNIGHT RETURN UCITS ETF,LEONIA.MI,FTSE MTS EONIA INVESTABLE,0.001,LIQUIDITA',LYXOR,ETF,LEONIA.MI,2007-10-18,2019-04-04,84104
485,IE00BYSZ6062,SPDR BARCL 10+ Y EURO GOVT UCITS ETF,LGOV.MI,BARCLAYS EURO 10+ YEAR TREASURY BOND INDEX,0.0015,TITOLI DI STATO - EURO,SPDR,ETF,IE00BYSZ6062,2017-01-24,2019-04-04,28
487,LU1900069300,LYXOR INVERSE EUR 2-10Y INFLAT UCITS ETF,LINF.MI,IBOXX EUR INVERSE BREAKEVEN EU-INFL FR GE,0.0035,INFLAZIONE,LYXOR,ETF,LINF.MI,2018-12-13,2019-04-04,2451
488,IE00BSVYHP04,L&G LOIM EM LOCAL GOVT FUND UCITS ETF,LOCL.MI,LOIM FUNDAMENTAL EM LOCAL CURRENCY TR,0.0055,TITOLI DI STATO - EMERGENTI,LEGAL & GENERAL,ETF,IE00BSVYHP04,2016-04-19,2019-04-04,528
489,IE00B802KR88,SPDR S&P 500 LOW VOLATILITY UCITS ETF,LOWV.MI,S&P 500 LOW VOLATILITY TRN,0.0035,AZIONARIO NORD AMERICA,SPDR,ETF,IE00B802KR88,2013-05-02,2019-04-04,3485
490,IE0032895942,ISHARES $ CORP BOND UCITS ETF USD DIST,LQDE.MI,MARKIT IBOXX USD LIQUID INVESTMENT GRADE TR,0.002,OBBLIGAZIONARIO CORPORATE - NON EURO,ISHARES,ETF,LQDE.MI,2006-03-09,2019-04-04,5782
491,IE00B27YCK28,ISHARES MSCI EM LAT AMER UCITS ETF DIST,LTAM.MI,MSCI EM LATIN AMERICA USD 10/40,0.0074,AZIONARIO EMERGENTI - CENTRO/SUD AMERICA,ISHARES,ETF,LTAM.MI,2008-03-18,2019-04-04,4441
492,FR0010296061,LYXOR MSCI USA UCITS ETF - DIST,LUSA.MI,MSCI TRN USA INDEX,0.0025,AZIONARIO NORD AMERICA,LYXOR,ETF,LUSA.MI,2006-09-14,2019-04-04,842
493,IE00BZ0G8860,SPDR BL BAR 10+Y US CORP BOND UCITS ETF,LUSC.MI,BARCLAYS U.S. LONG CORPORATE INDEX,0.002,OBBLIGAZIONARIO CORPORATE - NON EURO,SPDR,ETF,IE00BZ0G8860,2017-01-24,2019-04-04,523
494,IE00BYSZ5V04,SPDR BARCL 10+ Y US TREASURY UCITS ETF,LUTR.MI,BARCLAYS CAPITAL US 10+ YEAR TREASURY BOND TR,0.0015,TITOLI DI STATO - NON EURO,SPDR,ETF,IE00BYSZ5V04,2017-01-24,2019-04-04,1454
495,LU0832435464,LYXOR SP500 VIX FUT EN ROL UCITS ETF ACC,LVO.MI,S&P 500 VIX FUTURES ENHANCED ROLL INDEX TR,0.006,INDICI DI VOLATILITA',LYXOR,ETF,LU0832435464,2013-01-29,2019-04-04,202565
497,LU1901001542,LYXOR MSCI MALAYSIA UCITS ETF,MAL.MI,MSCI MALAYSIA TRN,0.0055,AZIONARIO EMERGENTI - ASIA,LYXOR,ETF,MAL.MI,2008-07-10,2019-04-04,190
500,LU1834988195,LYXOR STOXX EUROPE 600 MEDIA UCITS ETF,MDA.MI,STOXX EUROPE 600 MEDIA TRN,0.003,AZIONARIO SETTORIALI (SVILUPPATI),LYXOR,ETF,MDA.MI,2006-11-22,2019-04-04,291
501,DE0005933923,ISHARES MDAX UCITS ETF (DE),EXS3.MI,MDAX,0.0051,AZIONARIO EUROPA - SINGOLI PAESI,ISHARES,ETF,DE0005933923,2016-01-08,2019-04-04,418
503,LU1769088581,LYXOR MSCI EM ESG TREND LEAD UCITS ETF,MESG.MI,MSCI EM SELECT ESG RATING AND TREND LEADERS NR USD,0.003,AZIONARIO TEMATICI,LYXOR,ETF,MESG.MI,2018-09-11,2019-04-04,296
504,FR0010261198,LYXOR MSCI EUROPE UCITS ETF - DIST,MEU.MI,MSCI TRN EUROPE INDEX,0.0025,AZIONARIO EUROPA - AREA,LYXOR,ETF,MEU.MI,2006-04-21,2019-04-04,4604
505,LU0908500753,LYXOR CORE STX EUR 600 DR UCITS ETF ACC,MEUD.MI,STOXX EUROPE 600 TRN,0.0007,AZIONARIO EUROPA - AREA,LYXOR,ETF,LU0908500753,2015-11-18,2019-04-04,1629
506,LU0908501132,LYXOR CORE EUROSTX 300 DR UCITS ETF DIST,MFDD.MI,EURO STOXX TRN,0.0007,AZIONARIO EUROPA - AREA,LYXOR,ETF,LU0908501132,2015-11-18,2019-04-04,126
507,LU1810006863,LYXOR SCIENT BETA DEVELOP L/S UCITS ETF,MFLS.MI,SGI GLOBAL MULTI FACTOR MARKET NEUTRAL INDEX,0.0055,AZIONARIO STYLE (SVILUPPATI),LYXOR,ETF,MFLS.MI,2018-05-18,2019-04-04,13
508,FR0007075494,LYXOR UCITS ETF DJ GLOBAL TITANS 50,MGT.MI,DJ GLOBAL TITANS 50 NTR,0.004,AZIONARIO MONDO,LYXOR,ETF,MGT.MI,2004-05-11,2019-04-04,2101
510,FR0013284304,AMUNDI ISTX EU MUL-FAC MKT NEU UCITS ETF,MKTN.MI,ISTOXX EUROPE MULTI-FACTOR MARKET NEUTRAL,0.0055,AZIONARIO STYLE (SVILUPPATI),AMUNDI,ETF,MKTN.MI,2018-01-16,2019-04-04,18806
512,IE00BHZKHS06,L&G US ENERGY INFRASTR MLP UCITS ETF,MLPI.MI,SOLACTIVE US ENERGY INFRASTRUCTURE MLP TR,0.0025,AZIONARIO TEMATICI,LEGAL & GENERAL,ETF,IE00BHZKHS06,2014-09-11,2019-04-04,13741
515,IE00BQQP9H09,VANECK MORNINGST US WIDE MOAT UCITS ETF,MOAT.MI,MORNINGSTAR WIDE MOAT FOCUS INDEX,0.0049,AZIONARIO STYLE (SVILUPPATI),VANECK,ETF,IE00BQQP9H09,2017-07-31,2019-04-04,3727
516,FR0007054358,LYXOR EURO STOXX 50 DR UCITS ETF - DIST,MSE.MI,EURO STOXX 50 TRN,0.002,AZIONARIO EUROPA - AREA,LYXOR,ETF,MSE.MI,2004-05-17,2019-04-04,66809
518,LU1048313891,UBS MSCI EM MKTS SOCIALLY RESP UCITS ETF,MSRUSA.MI,MSCI EMERGING MARKETS SRI 5% ISS CAP TOT RET NET,0.0035,AZIONARIO TEMATICI,UBS ETF,ETF,LU1048313891,2016-09-13,2019-04-04,5141
520,LU1237527673,LYXOR FTSE EMER MIN VAR UCITS ETF ACC,MVAM.MI,FTSE EMERGING MINIMUM VARIANCE NET TAX INDEX,0.004,AZIONARIO EMERGENTI - MONDO,LYXOR,ETF,LU1237527673,2017-02-14,2019-04-04,3
521,LU1646362167,LYXOR FTSE USA MINIM VAR UCITS ETF ACC,MVAU.MI,FTSE USA MINIMUM VARIANCE NET INDEX,0.002,AZIONARIO NORD AMERICA,LYXOR,ETF,LU1646362167,2017-02-14,2019-04-04,212
522,LU1389266302,LYXOR FTSE ALL WLD MIN VAR UCITS ETF ACC,MVAW.MI,FTSE ALL WORLD MINIMUM VARIANCE NET TAX INDEX,0.003,AZIONARIO MONDO,LYXOR,ETF,LU1389266302,2017-02-14,2019-04-04,17
523,IE00B86MWN23,ISHARES EDG MSCI EU MIN VO UCITS ETF ACC,MVEU.MI,MSCI EUROPE MINIMUM VOLATILITY TRN,0.0025,AZIONARIO EUROPA - AREA,ISHARES,ETF,IE00B86MWN23,2015-02-16,2019-04-04,6668
524,IE00B8FHGS14,ISHARES EDG MSCI WD MIN VO UCITS ETF ACC,MVOL.MI,MSCI WORLD MINIMUM VOLATILITY TRN,0.003,AZIONARIO MONDO,ISHARES,ETF,IE00B8FHGS14,2015-02-16,2019-04-04,34446
525,IE00B6SPMN59,ISHARES EDG S&P 500 MIN VO UCITS ETF ACC,ISMVUS.MI,S&P 500 MINIMUM VOLATILITY TRN,0.002,AZIONARIO NORD AMERICA,ISHARES,ETF,IE00B6SPMN59,2015-02-16,2019-04-04,5470
526,LU1437016972,AMUNDI MSCI WORLD UCITS ETF DR,MWRD.MI,MSCI WORLD INDEX,0.0018,AZIONARIO MONDO,AMUNDI,ETF,LU1437016972,2017-04-05,2019-04-04,3653
527,IE00B3DWVS88,INVESCO MSCI EMERGING MARKETS UCITS ETF,MXFS.MI,MSCI EMERGING MARKETS TRN INDEX,0.0029,AZIONARIO EMERGENTI - MONDO,INVESCO,ETF,MXFS.MI,2014-09-05,2019-04-04,1293
528,IE00BPRCH686,INVESCO JPX-NIKKEI 400 UCITS ETF,N400.MI,JPX-NIKKEI 400 NET TOTAL RETURN INDEX,0.0019,AZIONARIO PACIFICO,INVESCO,ETF,IE00BPRCH686,2016-09-16,2019-04-04,350
530,LU1437016543,AMUNDI MSCI NORTH AMERICA UCITS ETF DR,NRAM.MI,MSCI NORTH AMERICA,0.0015,AZIONARIO NORD AMERICA,AMUNDI,ETF,LU1437016543,2017-04-05,2019-04-04,1405
532,LU0446734526,UBS MSCI PACIFIC EX JPN UCITS ETF A-DIS,PACEUA.MI,MSCI PACIFIC EX JAPAN,0.003,AZIONARIO PACIFICO,UBS ETF,ETF,PACEUA.MI,2010-06-04,2019-04-04,6999
533,IE00B9KNR336,SPDR S&P PAN ASIA DIV ARISTOCR UCITS ETF,PADV.MI,S&P PAN ASIA DIVIDEND ARISTOCRATS TRN,0.0055,AZIONARIO STYLE (SVILUPPATI),SPDR,ETF,IE00B9KNR336,2014-01-27,2019-04-04,2048
542,IE00BDFBTR85,VANECK PREFERRED US EQUITY UCITS ETF,PREF.MI,WELLS FARGO HYBRID AND PREFERRED SECURITIES AGGREG,0.0041,AZIONARIO TEMATICI,VANECK,ETF,PREF.MI,2018-05-22,2019-04-04,0
543,IE00BDVJF675,INVESCO PREFERRED SHARES UCITS ETF,PRFD.MI,BOFA MERRILL L DIV CORE PL FX PREF SEC NTR,0.005,AZIONARIO NORD AMERICA,INVESCO,ETF,IE00BDVJF675,2017-10-25,2019-04-04,2360
544,IE00BDT8V027,INVESCO PREF SHARES UCITS ETF EU H DIS,PRFE.MI,BOFA MERRILL L DIV CORE PL FX PREF SEC NTR,0.0055,AZIONARIO NORD AMERICA,INVESCO,ETF,PRFE.MI,2018-04-27,2019-04-04,1103
546,LU0629460832,UBS MSCI PACIF SOC RESP UCITS ETF A-DIS,PSREUA.MI,MSCI PACIFIC SOCIALLY RESPONSIBLE 5% ISSUER CAPPED,0.004,AZIONARIO TEMATICI,UBS ETF,ETF,LU0629460832,2013-01-14,2019-04-04,593
547,IE00B23LNQ02,INVESCO FTSE RAFI ALL WLD 3000 UCITS ETF,PSRW.MI,FTSE RAFI ALL-WORLD 3000 TRN,0.005,AZIONARIO MONDO,INVESCO,ETF,IE00B23LNQ02,2014-09-09,2019-04-04,1315
549,LU1812091947,LYXOR PRIVEX UCITS ETF,PVX.MI,PRIVEX TR,0.007,AZIONARIO TEMATICI,LYXOR,ETF,PVX.MI,2007-04-18,2019-04-04,5589
554,IE00BJ38QD84,SPDR RUSSELL 2000 US SMALL CAP UCITS ETF,R2US.MI,RUSSELL 2000 TRN INDEX,0.003,AZIONARIO NORD AMERICA,SPDR,ETF,IE00BJ38QD84,2014-12-10,2019-04-04,4002
555,IE00BYZK4552,ISHARES AUTOMAT & ROBOTICS UCITS ETF ACC,RBOT.MI,ISTOXX FACTSET AUTOMATION ROBOTICS INDEX,0.004,AZIONARIO TEMATICI,ISHARES,ETF,IE00BYZK4552,2016-11-03,2019-04-04,117595
556,IE00B5NDLN01,INVESCO RDX UCITS ETF,RDXS.MI,RUSSIAN DEPOSITARY (RDX),0.0065,AZIONARIO EMERGENTI - EST EUROPA,INVESCO,ETF,RDXS.MI,2014-09-05,2019-04-04,222
557,LU1812091194,LYXOR FTSE EPRA/NAREIT DEV EU UCITS ETF,REEU.MI,FTSE EPRA/NAREIT DEV EU NTR,0.004,REAL ESTATE,LYXOR,ETF,REEU.MI,2010-03-17,2019-04-04,298
558,LU1832418856,LYXOR FTSE EPRA/NAREIT USA UCITS ETF,REUSA.MI,FTSE EPRA/NAREIT UNITED STATES NTR,0.004,REAL ESTATE,LYXOR,ETF,REUSA.MI,2010-03-17,2019-04-04,26
559,LU1832418773,LYXOR FTSE EPRA/NAR GLOB DEVEL UCITS ETF,REWLD.MI,FTSE EPRA/NAREIT DEVELOPED INDEX NET TRI,0.0045,REAL ESTATE,LYXOR,ETF,REWLD.MI,2010-03-17,2019-04-04,723
560,LU1838002480,LYXOR ROBOTICS & AI UCITS ETF,ROAI.MI,RISE OF THE ROBOTS NTR INDEX,0.004,AZIONARIO TEMATICI,LYXOR,ETF,ROAI.MI,2018-09-18,2019-04-04,6467
561,IE00BMW3QX54,L&G GLOBAL ROBO AND AUTO UCITS ETF,ROBO.MI,ROBO GLOBAL ROBOTICS AND AUTOMATIS GO UCITS TRN,0.008,AZIONARIO TEMATICI,LEGAL & GENERAL,ETF,IE00BMW3QX54,2014-12-11,2019-04-04,67698
562,LU0875160326,XTRACKERS HARVEST CSI300 UCITS ETF,RQFI.MI,CSI 300,0.011,AZIONARIO EMERGENTI - ASIA,XTRACKERS,ETF,LU0875160326,2014-02-10,2019-04-04,15879
564,LU1834988435,LYXOR STOXX EUROPE 600 RETAIL UCITS ETF,RTA.MI,STOXX EUROPE 600 RETAIL TRN,0.003,AZIONARIO SETTORIALI (SVILUPPATI),LYXOR,ETF,RTA.MI,2006-11-22,2019-04-04,156
565,IE00B3CNHJ55,L&G RUSSELL 2000 US SMALL CAP UCITS ETF,RTWO.MI,RUSSELL 2000 TRN INDEX,0.0045,AZIONARIO NORD AMERICA,LEGAL & GENERAL,ETF,RTWO.MI,2009-01-29,2019-04-04,308
566,LU1923627092,LYXOR MSCI RUSSIA UCITS ETF A,RUS.MI,MSCI RUSSIA IMI SELECT GDR TRN,0.0065,AZIONARIO EMERGENTI - EST EUROPA,LYXOR,ETF,RUS.MI,2006-09-14,2019-04-04,7338
567,LU0977260941,UBS MSCI SWIT 20/35 EU H UCITS ETF A-ACC,S2EUBH.MI,MSCI SWITZERLAND 20/35 100% HEDGED TO EUR TRN,0.003,AZIONARIO EUROPA - SINGOLI PAESI,UBS ETF,ETF,LU0977260941,2013-12-02,2019-04-04,12913
568,LU1437017863,AMUNDI S&P 500 UCITS ETF DR,S500.MI,S&P 500,0.0015,AZIONARIO NORD AMERICA,AMUNDI,ETF,LU1437017863,2017-04-05,2019-04-04,55
569,LU0599613147,OSSIAM STX EU600 EQ WEIGHT NR UCITS ETF,S6EW.MI,STOXX EUROPE 600 EQUAL WEIGHT NTR,0.0035,AZIONARIO EUROPA - AREA,OSSIAM,ETF,S6EW.MI,2011-07-01,2019-04-04,561
570,LU1900067270,LYXOR MSCI SOUTH AFRICA UCITS ETF A,SAFRI.MI,MSCI SOUTH AFRICA TRN,0.0065,AZIONARIO EMERGENTI - AFRICA/MEDIO ORIENTE,LYXOR,ETF,SAFRI.MI,2007-09-28,2019-04-04,1373
571,IE00B5377D42,ISHARES MSCI AUSTRALIA UCITS ETF USD ACC,SAUS.MI,MSCI AUSTRALIA TRN,0.005,AZIONARIO PACIFICO,ISHARES,ETF,IE00B5377D42,2014-04-11,2019-04-04,2490
572,LU1324516050,UBS BL BA USD EM MKT SOV UCITS ETF A-DIS,SBEM.MI,BLOOMBERG BARCLAYS EME MK USD SOV AGE 3 COU CAP TR,0.0042,TITOLI DI STATO - EMERGENTI,UBS ETF,ETF,LU1324516050,2016-02-16,2019-04-04,10875
573,LU1324516308,UBS BL BAR USD EM SOV UCITS ETF EU HEDG,SBEME.MI,BLOOMBERG BARCLAYS EM MK USD S AG 3 CO CA EU HG TR,0.0047,TITOLI DI STATO - EMERGENTI,UBS ETF,ETF,LU1324516308,2016-05-12,2019-04-04,67928
574,IE00BQ70R696,INVESCO NASDAQ BIOTECH UCITS ETF DIST,SBIO.MI,NASDAQ BIOTECH,0.004,AZIONARIO SETTORIALI (SVILUPPATI),INVESCO,ETF,SBIO.MI,2018-09-17,2019-04-04,2156
576,IE00BCRY6003,ISHARES $ SHT DUR YLD COR UCITS ETF DIST,SDHY.MI,MARKIT IBOXX USD LIQUID HIGH YIELD CAPPED TR,0.0045,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,ISHARES,ETF,IE00BCRY6003,2014-01-09,2019-04-04,4408
577,IE00B60SWW18,INVESCO STOXX EUROPE 600 UCITS ETF,SDJ600.MI,STOXX EUROPE 600 TRN,0.0019,AZIONARIO EUROPA - AREA,INVESCO,ETF,SDJ600.MI,2014-09-05,2019-04-04,864
578,IE00B60SWX25,INVESCO EURO STOXX 50 UCITS ETF,SDJE50.MI,EURO STOXX 50 TRN,0.0005,AZIONARIO EUROPA - AREA,INVESCO,ETF,SDJE50.MI,2018-09-03,2019-04-04,3069
579,IE00B5B5TG76,INVESCO EURO STOXX 50 UCITS ETF (B),SDJE5D.MI,EURO STOXX 50,0.0005,AZIONARIO EUROPA - AREA,INVESCO,ETF,IE00B5B5TG76,2017-11-13,2019-04-04,5676
